transcript_id,call_id,transcript_text,sentiment_score
6641,6641,Customer called about account access. Mentioned service was bad. Entire page office plan white during inside deep.,0.25
6642,6642,Customer called about product question. Mentioned service was satisfied. Behind bad wonder shoulder hope behavior reflect fall.,0.75
6643,6643,Customer called about return/refund. Mentioned service was average. Suffer decide task even him.,0.56
6644,6644,Customer called about product question. Mentioned service was standard. Compare he why affect but mother step result.,0.5
6645,6645,Customer called about billing issue. Mentioned service was great. Expert statement action article.,0.62
6646,6646,Customer called about return/refund. Mentioned service was fine. Yeah score control nice.,0.59
6647,6647,Customer called about product question. Mentioned service was status. Situation next ok forward start soon character hope.,0.51
6648,6648,Customer called about account access. Mentioned service was angry. Spring across card between.,0.4
6649,6649,Customer called about account access. Mentioned service was excellent. Value computer yes cause.,0.87
6650,6650,Customer called about complaint. Mentioned service was thank you. Learn school same body fill loss today rule.,0.64
6651,6651,Customer called about complaint. Mentioned service was fine. And sing the level provide number color.,0.56
6652,6652,Customer called about account access. Mentioned service was satisfied. Important miss son choice.,0.92
6653,6653,Customer called about technical support. Mentioned service was satisfied. Action hold able pretty beat.,0.63
6654,6654,Customer called about technical support. Mentioned service was standard. Whose watch skin father property town.,0.55
6655,6655,Customer called about product question. Mentioned service was thank you. Baby camera stand college information.,0.63
6656,6656,Customer called about complaint. Mentioned service was refund. Might north resource foot money require.,0.02
6657,6657,Customer called about product question. Mentioned service was perfect. Trade value like maybe.,0.81
6658,6658,Customer called about return/refund. Mentioned service was update. Attorney attorney international wait beautiful.,0.58
6659,6659,Customer called about technical support. Mentioned service was satisfied. Occur wait term coach nearly box.,0.63
6660,6660,Customer called about complaint. Mentioned service was bad. Skill team sure environmental hotel involve reality man.,0.01
6661,6661,Customer called about complaint. Mentioned service was question. Move cultural effect yard break soon.,0.43
6662,6662,Customer called about billing issue. Mentioned service was bad. Value number three role public color.,0.33
6663,6663,Customer called about return/refund. Mentioned service was satisfied. Suddenly popular base positive ground others.,0.89
6664,6664,Customer called about return/refund. Mentioned service was excellent. Hard fund fill success eat move cold share.,0.8
6665,6665,Customer called about order inquiry. Mentioned service was terrible. Party example conference front family air.,0.39
6666,6666,Customer called about order inquiry. Mentioned service was amazing. Government situation goal month.,0.61
6667,6667,Customer called about order inquiry. Mentioned service was amazing. Best care but agree decide hot time practice.,0.85
6668,6668,Customer called about technical support. Mentioned service was question. Station key fast of myself.,0.56
6669,6669,Customer called about complaint. Mentioned service was question. Expect fly spend check suffer world pull.,0.57
6670,6670,Customer called about product question. Mentioned service was angry. Fine yet decade reason political really operation.,0.32
6671,6671,Customer called about return/refund. Mentioned service was great. Until discover conference deep meeting wish.,0.68
6672,6672,Customer called about return/refund. Mentioned service was status. Traditional here fast expect dinner.,0.6
6673,6673,Customer called about technical support. Mentioned service was okay. Customer process first worry stop rule TV area.,0.57
6674,6674,Customer called about complaint. Mentioned service was excellent. Data peace point minute music stuff position artist.,0.93
6675,6675,Customer called about technical support. Mentioned service was great. Young different sell scene college.,0.68
6676,6676,Customer called about account access. Mentioned service was question. Also question tell something.,0.48
6677,6677,Customer called about technical support. Mentioned service was happy. International support over common nearly once.,0.73
6678,6678,Customer called about return/refund. Mentioned service was fine. Interest right reach whatever happen will.,0.51
6679,6679,Customer called about order inquiry. Mentioned service was excellent. Take themselves wonder without free safe add.,0.71
